url;title;timestamp;writer;shares_count;comments_count;summary;sources;categories
https://www.tecmundo.com.br/cultura-geek/204884-netflix-acusada-promover-pornografia-infantil-eua.htm;Netflix é acusada de promover 'pornografia infantil' nos EUA;2020-10-06T23:00:01;André Luiz Dias Gonçalves;0;0;O tribunal do condado de Tyler, no Texas (Estados Unidos), indiciou a Netflix por supostamente divulgar “material obsceno” ao promover o filme Lindinhas no país. A produção foi disponibilizada aos assinantes no início de setembro.;Variety,NBC,New York Post,Cultura Geek,Netflix,Filmes,Streaming;Cultura Geek,Netflix,Filmes,Streaming
https://www.tecmundo.com.br/ciencia/204880-astronomos-registram-imagem-direta-exoplaneta-1-vez.htm;Astrônomos registram imagem direta de um exoplaneta pela 1ª vez;2020-10-06T22:30:01;André Luiz Dias Gonçalves;6;0;Uma equipe de astrônomos do Instituto Max Planck de Astronomia e Física Extraterrestre conseguiu identificar a existência de um exoplaneta por observação direta pela primeira vez em combinação com o método de medição de velocidade radial. A descoberta foi descrita em um estudo publicado na revista Astronomy & Astrophysics na última sexta-feira (02).;Astronomy & Astrophysics,Futurism,Phys.org,Ciência,Astronomia,História;Ciência,Astronomia,História
https://www.tecmundo.com.br/cultura-geek/204885-jurassic-world-proximo-filme-franquia-adiado-2022.htm;Jurassic World: próximo filme da franquia é adiado para 2022;2020-10-06T21:35:09;Robinson Samulak Alves;0;0;Jurassic World: Dominion, próximo filme da franquia, teve sua estreia adiada em um ano. Inicialmente previsto para chegar aos cinemas dos Estados Unidos no verão de 2021, o longa passou para 10 de junho de 2022.;Variety,Cultura Geek,Cinema,Cinema e Seriados,Filmes;Cultura Geek,Cinema,Cinema e Seriados,Filmes
https://www.tecmundo.com.br/ciencia/204875-marte-ponto-proximo-terra-veja.htm;"Marte está no ponto mais próximo da Terra; veja hoje";2020-10-06T21:30:00;Ramalho Lima;8;0;Neste outubro, Marte está na posição mais próxima da Terra até 2035. Hoje pela manhã, por voltas das 11h18 (horário de Brasília), o Planeta Vermelho ficou a 62.070.493 quilômetros de distância do nosso planeta. Aproximação como essa só poderá ser presenciada novamente daqui a 15 anos.;Earth Sky,Space,Pixabay: thumb,Ciência,Astronomia;Ciência,Astronomia
https://www.tecmundo.com.br/ciencia/204873-nasa-testa-novo-traje-espacial-proxima-missao-lua.htm;NASA testa novo traje espacial para próxima missão à Lua;2020-10-06T20:30:01;Reinaldo Zaruvni;0;0;Primeiro traje espacial inédito desenvolvido pela NASA em mais de 40 anos, a Unidade de Mobilidade Extraveicular de Exploração (ou apenas xEMU), que deve ser utilizada na próxima missão lunar tripulada, já está em fase de testes. Mesmo que não tenha sido finalizada, tudo segue de acordo com o cronograma, afirma George Nield, representante da agência norte-americana.;Space,Ciência,NASA,Exploração espacial;Ciência,NASA,Exploração espacial
https://www.tecmundo.com.br/produto/204868-dell-lanca-monitor-2-pcs-mesmo-tempo-1-mini-led-mundo.htm;Dell lança monitor para 2 PCs ao mesmo tempo e 1º mini-LED do mundo;2020-10-06T20:00:01;Mateus Mognon;0;0;A Dell anunciou uma série de novos monitores, incluindo o modelo UltraSharp 32 HDR PremierColor, que estreia a tecnologia mini-LED no mercado de telas profissionais. A companhia também apresentou novos dispositivos que podem ser utilizados em mais de um dispositivo simultaneamente. Sim, um monitor para dois computadores.;Ars Technica,Windows Central,Microsoft Power User,Produto,Dell,Monitor;Produto,Dell,Monitor
https://www.tecmundo.com.br/produto/204858-qualcomm-marca-anuncio-novo-snapdragon-875-dezembro.htm;Qualcomm marca anúncio do novo Snapdragon 875 para dezembro;2020-10-06T19:30:01;Adriano Camacho Vieira Júnior;0;0;A Qualcomm definiu a data de revelação do seu novo chipset para celulares, o Snapdragon 875. O anúncio confirma que a empresa deve manter sua tradição e apresentar seus novos produtos no início de dezembro, mas dessa vez vai optar por um evento digital nos dias 1 e 2 de dezembro.;GSM Arena,Produto,Qualcomm,Processadores;Produto,Qualcomm,Processadores
https://www.tecmundo.com.br/redes-sociais/204861-instagram-comentarios-ofensivos-ocultados-via-ia.htm;Instagram: comentários ofensivos serão ocultados via IA;2020-10-06T18:30:01;Jorge Marin;0;0;Hoje é aniversário do Instagram e, para comemorar seus dez anos de existência, a rede social está lançando um pacote de recursos visuais que permitem até que você altere o ícone do aplicativo. Há também alguns novos recursos que indicam a preocupação da empresa com comentários abusivos na plataforma.;The Next Web,Redes Sociais,Instagram,Inteligência artificial;Redes Sociais,Instagram,Inteligência artificial
https://www.tecmundo.com.br/voxel/204853-fifa-21-aprenda-usar-companion-app-o-web-app-ultimate-team.htm;Web App Fut 21: aprenda a usar o Companion App e o Web App do Ultimate Team;2020-10-06T18:00:00;Gabriel Witiuk;0;0;Você é fã de FIFA 21 e adora jogar um Ultimate Team? Se sim, já deve saber que a EA Sports está disponibilizando dois aplicativos para facilitar a experiência no modo de jogo. Chamadas de Companion App e Web App, as plataformas ampliam a experiência para além do jogo original.;EA,Voxel,Jogos,FIFA 20;Voxel,Jogos,FIFA 20
https://www.tecmundo.com.br/mercado/204856-black-friday-2020-google-apresenta-principais-tendencias.htm;Black Friday 2020: Google apresenta principais tendências;2020-10-06T17:30:01;Kris Gaiato;8;6;A Google apresentou nesta terça-feira (06) as principais tendências para a Black Friday 2020, indicando mudanças no comportamento do consumidor e influência da pandemia nas compras online.;Google,Mercado,Black Friday,Google Search;Mercado,Black Friday,Google Search
https://www.tecmundo.com.br/ciencia/204849-energia-nuclear-nao-reduz-emissao-carbono-revela-estudo.htm;Energia nuclear não reduz emissão de carbono, revela estudo;2020-10-06T17:00:01;Reinaldo Zaruvni;5;2;Se o objetivo for reduzir emissões de carbono, apostar em plantas nucleares pode não ser uma boa ideia. Um estudo realizado por pesquisadores da University of Sussex Business School (Reino Unido) e da ISM International School of Management (EUA) revelou, a partir de uma análise de 25 anos de programas de energia de 123 países, que tais soluções não são efetivas para essa finalidade. Tecnologias renováveis, portanto, devem ser priorizadas nesses casos.;Tech Xplore,Ciência,Energia nuclear,Energia,Meio ambiente;Ciência,Energia nuclear,Energia,Meio ambiente
https://www.tecmundo.com.br/voxel/204876-yakuza-like-dragon-tera-karaoke-musicas-ingles-meme-baka-mitai.htm;Yakuza: Like a Dragon terá karaokê com músicas em inglês e meme Baka Mitai;2020-10-06T17:00:01;Cezar Vinicius R. Joukovski;0;0;Os minigames são um show a parte nos games da franquia Yakuza. Não por menos, o último trailer de Yakuza: Like a Dragon deu ênfase para essas brincadeiras e descobrimos que os karaokês trarão também músicas em inglês, além da clássica “Baka Mitai”, que mais recentemente acabou virando meme na internet.“Baka Mitai (I’ve Been a Fool)”“The Future I Dreamed of”“Hell Stew”“Like a Butterfly”“Machine Gun Kiss”“Spring Breeze”;Silicon Era,Voxel,Console,PS4,Xbox One,Plataformas,PC,Xbox Series X,PS5;Voxel,Console,PS4,Xbox One,Plataformas,PC,Xbox Series X,PS5
https://www.tecmundo.com.br/internet/204847-web-stories-google-lanca-novo-formato-publicacoes-brasil.htm;Web Stories: Google lança novo formato de publicações no Brasil;2020-10-06T16:30:01;Reinaldo Zaruvni;1;2;Vídeos curtos e com tempo de veiculação limitado há alguns anos fazem parte de diversas plataformas e se tornaram um fenômeno na internet. Agora, a Google implementa a própria solução do tipo e permite que criadores de conteúdo desenvolvam novidades para seus portais com o Web Stories, que traz funções inéditas e, segundo a empresa, tem potencial para se tornar um pilar único de informação.;Samuel Schmitt,Google Web Creators,Internet,Google;Internet,Google
https://www.tecmundo.com.br/voxel/204869-need-for-speed-hot-pursuit-remastered-nao-impressiona-melhorias.htm;Need for Speed: Hot Pursuit Remastered não impressiona nas melhorias;2020-10-06T16:30:01;Cezar Vinicius R. Joukovski;0;1;Depois de um vazamento, a EA revelou oficialmente que vai trazer Need for Speed: Hot Pursuit Remastered com algumas melhorias visuais em relação ao game de 2010, porém parece que essas mudanças não são tão impactantes quanto o esperado.;VG247,Voxel,Console,PS4,Xbox One,Switch,Plataformas,PC;Voxel,Console,PS4,Xbox One,Switch,Plataformas,PC
https://www.tecmundo.com.br/software/204843-google-corrige-bug-chromeos-fazia-cpu-atingir-100-uso.htm;Google corrige bug do ChromeOS que fazia CPU atingir 100% de uso;2020-10-06T16:00:01;Ramalho Lima;3;3;A Google liberou um patch de correção que deve minimizar os impactos causados pela última atualização do ChromeOS, na qual um serviço ligado à Play Store elevava o uso da CPU a 100%, gerando superaquecimento em Chromebooks, além de gasto excessivo de bateria.;Techradar,9To5Google: thumb,Software,Chrome OS,Google;Software,Chrome OS,Google
https://www.tecmundo.com.br/cultura-geek/205024-neymar-livra-acusacao-crime-cibernetico-najila.htm;Neymar se livra de acusação de crime cibernético contra Najila;2020-10-08T23:30:01;Ramalho Lima;0;0;O caso de violação cibernética, onde a mulher Najila Trindade acusava o jogador Neymar de publicar suas fotos eróticas, sem permissão prévia, foi encerrado, já que o juiz Marcel Laguna Duque Estrada compreendeu que não havia provas suficientes para incriminar o atleta.;Revista Quem,Cultura Geek,Tabloide e Celebridades,Internet,Redes sociais;Cultura Geek,Tabloide e Celebridades,Internet,Redes sociais
https://www.tecmundo.com.br/mobilidade-urbana-smart-cities/205023-transporte-ultraveloz-hyperloop-one-construira-centro-testes.htm;Transporte ultraveloz: Hyperloop One construirá centro de testes;2020-10-08T23:00:00;Adriano Camacho Vieira Júnior;5;1;A companhia focada em tecnologias de transporte Virgin Hyperloop One anunciou nesta quinta-feira (08) sua mais recente expansão de negócios: um centro de certificação multimilionário no estado da Virgínia Ocidental, nos Estados Unidos. A instalação de US$ 500 milhões será a primeira do tipo no país e servirá como base de operações de testes para a empresa.;Futurism,Mobilidade Urbana/Smart Cities,Transporte,Empresas e instituições;Mobilidade Urbana/Smart Cities,Transporte,Empresas e instituições
https://www.tecmundo.com.br/ciencia/205013-carro-tesla-viaja-espaco-aproxima-marte.htm;Carro da Tesla que viaja no espaço se aproxima de Marte;2020-10-08T22:30:01;André Luiz Dias Gonçalves;0;0;Depois de viajar mais de 2 bilhões de quilômetros pelo espaço, o Tesla Roadster “dirigido” pelo manequim Starman fez a sua primeira aproximação de Marte, nesta quarta-feira (7). De acordo com a SpaceX, ele chegou a menos de 8 milhões de quilômetros de distância do planeta.Starman, last seen leaving Earth, made its first close approach with Mars today—within 0.05 astronomical units, or under 5 million miles, of the Red Planet pic.twitter.com/gV8barFTm7;Space.com,Business Insider,Where is Roadster,Ciência,Exploração espacial,SpaceX,Tesla,Elon Musk;Ciência,Exploração espacial,SpaceX,Tesla,Elon Musk
https://www.tecmundo.com.br/internet/205012-microsoft-edge-ganha-comparador-precos-captura-tela.htm;Microsoft Edge ganha comparador de preços e captura de tela;2020-10-08T22:00:00;Kris Gaiato;0;0;O navegador Microsoft Edge ganhou novas ferramentas de comparação de preço e captura de tela em uma atualização que foi liberada neste mês. Com pequenas mudanças aqui e acolá, o navegador espera melhorar a experiência dos usuários.;The Verge,Internet,Microsoft Edge,Navegador;Internet,Microsoft Edge,Navegador
https://www.tecmundo.com.br/ciencia/205010-nasa-captura-evento-solar-dificil-registrado-resolve-misterio.htm;NASA captura evento solar difícil de ser registrado e resolve mistério;2020-10-08T21:30:01;Reinaldo Zaruvni;6;0;Capturas realizadas pelo satélite Interface Region Imaging Spectrograph (IRIS), utilizado para coletar informações a respeito do movimento de calor e energia do Sol nas camadas mais baixas do astro, trouxeram à luz um fenômeno difícil de identificar, o nanojato, supostamente responsável por impulsionar o aquecimento da atmosfera externa da estrela e elevá-la a temperaturas assustadoramente altas (milhões de graus). Os resultados da análise das imagens, publicados na revista Nature Astronomy, empolgaram a comunidade científica.;Space,Ciência,Astronomia,NASA;Ciência,Astronomia,NASA
https://www.tecmundo.com.br/minha-serie/205022-fbi-most-wanted-ator-lost-junta-elenco-serie.htm;FBI: Most Wanted: ator de Lost se junta ao elenco da série;2020-10-08T21:30:01;;0;0;A 2ª temporada de FBI: Most Wanted começou a ser produzida nesta semana em Nova York. Junto com a volta ao trabalho, novidades sobre a nova season começam a surgir. A atual informação nos bastidores é de que o ator Terry O'Quinn, conhecido por ter feito parte de Lost, e a atriz Amy Carlson (Blue Bloods) irão entrar para o elenco do spin-off de FBI.;Deadline,Minha Série,Seriados,Séries,Elenco,CBS;Minha Série,Seriados,Séries,Elenco,CBS
https://www.tecmundo.com.br/voxel/205009-fifa-21-nao-transferir-progresso-proxima-geracao.htm;FIFA 21 não vai transferir todo progresso para a próxima geração;2020-10-08T21:00:01;Douglas Vieira da Silva;0;0;Tem se tornado comum as produtoras oferecerem a possibilidade de transferir o progresso feito em alguns jogos para PlayStation 4 e Xbox One para os consoles da próxima geração. FIFA 21 vai contar com essa opção, mas não de forma integral.;Eurogamer,Voxel,Jogos,FIFA 21,Console,PS4,PS5,Xbox Series X,Xbox One;Voxel,Jogos,FIFA 21,Console,PS4,PS5,Xbox Series X,Xbox One
https://www.tecmundo.com.br/dispositivos-moveis/205008-celulares-nokia-comecam-receber-android-11-ainda-2020.htm;Celulares Nokia começam a receber Android 11 ainda em 2020;2020-10-08T20:30:01;Ramalho Lima;0;0;A HMD Global, fabricante dos celulares Nokia, já concluiu a atualização de todo seu portfólio de smartphones habilitados a receber o Android 10. A partir de agora, a companhia tem a missão de continuar na liderança de updates do Android, onde vários modelos começarão a receber a nova versão do sistema da Google ainda este ano.;Press release,Dispositivos Móveis,Celular,Nokia,Android 11;Dispositivos Móveis,Celular,Nokia,Android 11
https://www.tecmundo.com.br/minha-serie/205021-the-west-wing-hbo-max-divulga-trailer-oficial-especial.htm;The West Wing: HBO Max divulga trailer oficial do especial;2020-10-08T20:30:01;;0;0;O especial que reunirá o elenco da série da NBC, The West Wing (Nos Bastidores do Poder), teve seu trailer divulgado pelo serviço de streaming HBO Max.;TV Line,People (imagem),Minha Série,Seriados,Séries,HBO,Streaming,Trailer;Minha Série,Seriados,Séries,HBO,Streaming,Trailer
https://www.tecmundo.com.br/software/205007-google-assistente-tem-atalhos-apps-terceiros.htm;Google Assistente agora tem atalhos em apps de terceiros;2020-10-08T20:00:01;Igor Almenara Carneiro;0;0;O Google Assistente está recebendo ferramentas de integração ainda melhores para aplicativos de terceiros. Comandos de voz no assistente virtual poderão interagir com funções específicas dentro de apps que aprimorarem as funções, permitindo o envio de mensagens, abertura de seções específicas e até fazer pedidos em delivery ou adicionar itens ao carrinho.;Google,The Verge,Software,Google Assistente,Apps;Software,Google Assistente,Apps
https://www.tecmundo.com.br/minha-serie/205002-apple-tv-renova-serie-dickinson-3-temporada.htm;Apple TV+ renova Dickinson para 3ª temporada antes da estreia da 2ª;2020-10-08T19:30:01;;0;0;A premiada série da Apple TV+, Dickinson, foi renovada para sua 3ª temporada antes mesmo da estreia da 2ª, que está programada para chegar ao streaming em janeiro de 2021.;TV Fanatic,Rolling Stone (imagem),Minha Série,Seriados,Séries,Apple TV+,Renovações e Cancelamentos;Minha Série,Seriados,Séries,Apple TV+,Renovações e Cancelamentos
https://www.tecmundo.com.br/mercado/204995-microsoft-store-anuncia-novidades-provocando-google-apple.htm;Microsoft Store anuncia novidades provocando Google e Apple;2020-10-08T19:00:01;Kris Gaiato;0;0;"A Microsoft Store anunciou nesta quinta-feira (08) dez novas diretrizes para ""promover a escolha, garantir a justiça e estimular a inovação"" de desenvolvedores de software no Windows 10. Durante o comunicado, a Microsoft aproveitou para dar uma alfinetada na Apple e na Google, que estão enfrentando críticas e processos judiciais devido às regras de suas lojas de aplicativos.";Cnet,Microsoft,Mercado,App Store,Google Play,Microsoft;Mercado,App Store,Google Play,Microsoft
https://www.tecmundo.com.br/ciencia/204994-forca-espacial-considera-juncao-cabo-canaveral-centro-espacial-kennedy.htm;Força Espacial considera junção de Cabo Canaveral e Centro Espacial Kennedy;2020-10-08T18:30:01;Adriano Camacho Vieira Júnior;6;0;"A Força Espacial dos Estados Unidos considera a criação de um espaçoporto nacional com a união do Cabo Canaveral e do Centro Espacial Kennedy. A proposta surgiu da necessidade de expandir a capacidade do espaço comercial oferecido logo após um incomum ""engarrafamento"" envolvendo o lançamento de três foguetes comerciais com cargas valiosas.";Ars Technica,Ciência,NASA,Exploração espacial,SpaceX;Ciência,NASA,Exploração espacial,SpaceX
https://www.tecmundo.com.br/minha-serie/205019-misterios-sem-solucao-netflix-trailer-volume-2.htm;Mistérios Sem Solução: Netflix divulga trailer dos episódios do Volume 2;2020-10-08T18:10:00;;0;0;Um novo pacote com seis episódios inéditos para concluir a 1ª temporada de Mistérios Sem Solução (Unsolved Mysteries) chegará à Netflix no dia 19 de outubro.;TV Line,USA Today,Minha Série,Seriados,Séries,Trailer,Netflix,Streaming;Minha Série,Seriados,Séries,Trailer,Netflix,Streaming
https://www.tecmundo.com.br/cultura-geek/204993-globoplay-tem-assinantes-netflix-brasil.htm;Globoplay tem mais assinantes que a Netflix no Brasil;2020-10-08T18:00:00;André Luiz Dias Gonçalves;0;0;O Globoplay lidera o mercado de streaming no Brasil, contando com um número maior de assinantes que a Netflix, no território nacional. É o que aponta um levantamento feito pelo professor da Fundação Getúlio Vargas Murillo Dias, divulgado nesta quinta-feira (8), referente ao primeiro semestre de 2020.;Exame,Minha Operadora,Cultura Geek,Globoplay,Streaming,Netflix;Cultura Geek,Globoplay,Streaming,Netflix
https://www.tecmundo.com.br/seguranca/204985-golpes-pix-emails-sites-falsos-anexos-com-malware.htm;Golpes com PIX vão de emails e sites falsos a anexos com malware;2020-10-08T17:30:00;Nilton Kleina;0;0;Com o início do cadastro das chaves do PIX, o novo sistema brasileiro de transferências bancárias e pagamentos, chegaram também os primeiros golpes virtuais envolvendo o tema.;Kaspersky,Segurança,PIX,Mercado,Phishing;Segurança,PIX,Mercado,Phishing
https://www.tecmundo.com.br/voxel/205006-twitch-loud-anunciam-parceria-streaming-exclusivo-plataforma.htm;Twitch e LOUD anunciam parceria com streaming exclusivo na plataforma;2020-10-08T17:30:00;Cezar Vinicius R. Joukovski;0;0;Nesta quinta-feira (08), a plataforma de streaming Twitch anunciou uma parceria inédita com a LOUD, uma das principais equipas e produtoras de conteúdo e-sports do BRasil, principalmente com foco em games mobile. No acordo, a LOUD realizará transmissões ao vivo exclusivamente na plataforma.;Voxel,Tag,Twitch;Voxel,Tag,Twitch
https://www.tecmundo.com.br/mobilidade-urbana-smart-cities/204983-amazon-revela-furgao-eletrico-feito-rivian-entregas.htm;Amazon revela furgão elétrico feito pela Rivian para entregas;2020-10-08T17:00:01;André Luiz Dias Gonçalves;0;0;Nesta quinta-feira (8), a Amazon revelou a sua primeira van elétrica de entrega totalmente personalizada, desenvolvida e construída em parceria com a Rivian. O veículo apresentado é um dos três modelos criados pela startup, que devem chegar às ruas a partir de 2021.;Amazon,The Verge,Mobilidade Urbana/Smart Cities,Amazon,Elétricos,Carro;Mobilidade Urbana/Smart Cities,Amazon,Elétricos,Carro
https://www.tecmundo.com.br/voxel/204998-embalagem-xbox-series-x-tem-visual-confirmado-imagem-vazada.htm;Embalagem do Xbox Series X tem visual confirmado em imagem vazada;2020-10-08T17:00:01;Cezar Vinicius R. Joukovski;0;3;Um post no Twitter do editor de jogos da Best Buy no Canadá, Jon Scarr, nos deu uma ideia da embalagem do console da nova geração, o Xbox Series X. O profissional parece ter se beneficiado da posição e teve acesso antecipado à máquina, nos dando uma ideia do design e tamanho da caixa.Isn't this retail box of Xbox Series X gorgeous? ?????? pic.twitter.com/i962gh531a;Gamesradar,Gamesradar,Voxel,Console,Xbox Series X;Voxel,Console,Xbox Series X
https://www.tecmundo.com.br/cultura-geek/205005-homem-aranha-3-doutor-estranho-novo-mentor-peter-parker.htm;Homem-Aranha 3: Doutor Estranho será o novo mentor de Peter Parker;2020-10-08T16:45:55;Robinson Samulak Alves;0;0;Peter Parker terá um novo mentor em Homem-Aranha 3. De acordo com o The Hollywood Reporter, o novo filme do Teioso vai contar com a participação de Benedict Cumberbatch no papel de Doutor Estranho.;THR,Cultura Geek,Cinema,Cinema e Seriados,Filmes,Marvel,Quadrinhos;Cultura Geek,Cinema,Cinema e Seriados,Filmes,Marvel,Quadrinhos
